"","hgnc_symbol","gene_biotype"
"867","KIN","protein_coding"
"868","ADPRHL1","protein_coding"
"869","SHISAL1","protein_coding"
"870","AQP4","protein_coding"
"871","SUSD6","protein_coding"
"872","ACBD7","protein_coding"
"873","RPP38","protein_coding"
"874","ZC3H13","protein_coding"
"875","ZNRF3","protein_coding"
"876","ITIH5","protein_coding"
"877","NEK5","protein_coding"
"878","EGLN3","protein_coding"
"879","ONECUT2","protein_coding"
"880","R3HDML","protein_coding"
"881","YTHDF1","protein_coding"
"882","SLC37A4","protein_coding"
"883","NARS1","protein_coding"
"884","XYLT1","protein_coding"
"885","BIRC7","protein_coding"
"886","XPO4","protein_coding"
"887","SPTSSA","protein_coding"
"888","MYCBP2","protein_coding"
"889","PLEKHD1","protein_coding"
"890","NKAIN4","protein_coding"
"891","MRC1","protein_coding"
"892","LTBP2","protein_coding"
"893","RFPL3","protein_coding"
"894","ATP8B1","protein_coding"
"895","ARFGAP1","protein_coding"
"896","RAI2","protein_coding"
"897","RTCB","protein_coding"
"898","RTP1","protein_coding"
"899","RTP4","protein_coding"
"900","MPHOSPH8","protein_coding"
"901","CTPS2","protein_coding"
"902","CUBN","protein_coding"
"903","MASP1","protein_coding"
"904","ALPK2","protein_coding"
"905","PSPC1","protein_coding"
"906","WDFY2","protein_coding"
"907","YWHAH","protein_coding"
"908","PTPRM","protein_coding"
"909","DHRS12","protein_coding"
"910","ASPHD2","protein_coding"
"911","SRRD","protein_coding"
"912","ISCA2","protein_coding"
"913","S100G","protein_coding"
"914","TFIP11","protein_coding"
"915","TRDMT1","protein_coding"
"916","H2AP","protein_coding"
"917","RP2","protein_coding"
"918","SPATA7","protein_coding"
"919","TPTE2","protein_coding"
"920","MBTPS2","protein_coding"
"921","SLC46A3","protein_coding"
"922","MAGEB17","protein_coding"
"923","C13orf46","protein_coding"
"924","FAM47B","protein_coding"
"925","SCML2","protein_coding"
"926","ISLR","protein_coding"
"927","RASA3","protein_coding"
"928","POMP","protein_coding"
"929","STRA6","protein_coding"
"930","CRYBB1","protein_coding"
"931","TNFSF11","protein_coding"
"932","CRYBA4","protein_coding"
"933","MINDY3","protein_coding"
"934","EFHC2","protein_coding"
"935","L3MBTL4","protein_coding"
"936","TPP2","protein_coding"
"937","C1QTNF6","protein_coding"
"938","MED14","protein_coding"
"939","CHRNA4","protein_coding"
"940","SSTR3","protein_coding"
"941","TMEM131","protein_coding"
"942","ARMC3","protein_coding"
"943","TMPRSS6","protein_coding"
"944","ALG11","protein_coding"
"945","ST8SIA5","protein_coding"
"946","FAHD2B","protein_coding"
"947","ANKRD36","protein_coding"
"948","NUP58","protein_coding"
"949","AP5M1","protein_coding"
"950","ARHGAP28","protein_coding"
"951","MKKS","protein_coding"
"952","COX5B","protein_coding"
"953","ACTR1B","protein_coding"
"954","CHST7","protein_coding"
"955","PTK6","protein_coding"
"956","SLC35F4","protein_coding"
"957","C2orf92","protein_coding"
"958","FNDC11","protein_coding"
"959","CLCN5","protein_coding"
"960","PDRG1","protein_coding"
"961","N4BP2L2","protein_coding"
"962","PCDHA1","protein_coding"
"963","BMP4","protein_coding"
"964","PCDHA2","protein_coding"
"965","PCDHA3","protein_coding"
"966","XKR7","protein_coding"
"967","PCDHA4","protein_coding"
"968","PCDHA5","protein_coding"
"969","PCDHA6","protein_coding"
"970","PCDHA7","protein_coding"
"971","CCM2L","protein_coding"
"972","PCDHA8","protein_coding"
"973","PCDHA9","protein_coding"
"974","PCDHA10","protein_coding"
"975","PCDHA11","protein_coding"
"976","PCDHA12","protein_coding"
"977","ANKRD36B","protein_coding"
"978","PLAGL2","protein_coding"
"979","PIP4K2A","protein_coding"
"980","PCDHA13","protein_coding"
"981","PCDHAC2","protein_coding"
"982","PCDHB1","protein_coding"
"983","PCDHAC1","protein_coding"
"984","MAPRE1","protein_coding"
"985","RELCH","protein_coding"
"986","ZAP70","protein_coding"
"987","SRSF5","protein_coding"
"988","PCDHB2","protein_coding"
"989","PROCR","protein_coding"
"990","PCDHB4","protein_coding"
"991","PCDHB5","protein_coding"
"992","MAGEB10","protein_coding"
"993","PCDHB6","protein_coding"
"994","MMP24OS","protein_coding"
"995","PCDHB7","protein_coding"
"996","PCDHB8","protein_coding"
"997","HBP1","protein_coding"
"998","PCDHB16","protein_coding"
"999","SPECC1L","protein_coding"
"1000","ITIH6","protein_coding"
"1001","PCDHB9","protein_coding"
"1002","PCDHB10","protein_coding"
"1003","PCDHB11","protein_coding"
"1004","PCDHB12","protein_coding"
"1005","C10orf67","protein_coding"
"1006","PCDHB13","protein_coding"
"1007","PCDHB14","protein_coding"
"1008","MMP24","protein_coding"
"1009","PCDHB15","protein_coding"
"1010","C1QTNF9","protein_coding"
"1011","PCDHB3","protein_coding"
"1012","PTCHD1","protein_coding"
"1013","MALRD1","protein_coding"
"1014","LRRC63","protein_coding"
"1015","SYAP1","protein_coding"
"1016","FAM83C","protein_coding"
"1017","PCDH20","protein_coding"
"1018","SAP18","protein_coding"
"1019","MTMR8","protein_coding"
"1020","ST8SIA6","protein_coding"
"1021","DSN1","protein_coding"
"1022","MKX","protein_coding"
"1023","CCDC33","protein_coding"
"1024","ATP12A","protein_coding"
"1025","FUT8","protein_coding"
"1026","CDKL5","protein_coding"
"1027","ZNF532","protein_coding"
"1028","GDF2","protein_coding"
"1029","COG5","protein_coding"
"1030","ODAD2","protein_coding"
"1031","RNF17","protein_coding"
"1032","CYP11A1","protein_coding"
"1033","SPECC1L-ADORA2A","protein_coding"
"1034","ADORA2A","protein_coding"
"1035","SEMA7A","protein_coding"
"1036","UPB1","protein_coding"
"1037","ARHGEF7","protein_coding"
"1038","C18orf32","protein_coding"
"1039","ZBTB46","protein_coding"
"1040","GPR22","protein_coding"
"1041","ITGA8","protein_coding"
"1042","APCDD1","protein_coding"
"1043","DUS4L","protein_coding"
"1044","GDAP1L1","protein_coding"
"1045","SNRPD3","protein_coding"
"1046","NAPG","protein_coding"
"1047","UBL7","protein_coding"
"1048","SIK1","protein_coding"
"1049","OR4M2","protein_coding"
"1050","OR4N4","protein_coding"
"1051","POTEB","protein_coding"
"1052","SLC39A12","protein_coding"
"1053","NIPA1","protein_coding"
"1054","LRRC75B","protein_coding"
"1055","CYFIP1","protein_coding"
"1056","HSF2BP","protein_coding"
"1057","GOLGA6L1","protein_coding"
"1058","NAA30","protein_coding"
"1059","MYL9","protein_coding"
"1060","GOLGA8DP","protein_coding"
"1061","BCAP29","protein_coding"
"1062","CLEC14A","protein_coding"
"1063","H2BC12L","protein_coding"
"1064","TGIF2","protein_coding"
"1065","CFAP47","protein_coding"
"1066","DNMT3L","protein_coding"
"1067","GGT1","protein_coding"
"1068","SOCS6","protein_coding"
"1069","MAGEL2","protein_coding"
"1070","NDN","protein_coding"
"1071","TGIF2-RAB5IF","protein_coding"
"1072","SNRPD1","protein_coding"
"1073","ZFAND4","protein_coding"
"1074","SLA2","protein_coding"
"1075","GOLGA6L6","protein_coding"
"1076","ABHD3","protein_coding"
"1077","RGS6","protein_coding"
"1078","POTEB2","protein_coding"
"1079","MRPS26","protein_coding"
"1080","AIRE","protein_coding"
"1081","OXT","protein_coding"
"1082","AVP","protein_coding"
"1083","FAM236B","protein_coding"
"1084","POTEB3","protein_coding"
"1085","NDP","protein_coding"
"1086","UBOX5","protein_coding"
"1087","KDSR","protein_coding"
"1088","YY2","protein_coding"
"1089","OR4M2B","protein_coding"
"1090","OR4N4C","protein_coding"
"1091","DYNLT3","protein_coding"
"1092","PFKL","protein_coding"
"1093","DDRGK1","protein_coding"
"1094","MYO3A","protein_coding"
"1095","AKAP4","protein_coding"
"1096","ITPA","protein_coding"
"1097","VPS4B","protein_coding"
"1098","LIAT1","protein_coding"
"1099","ADAMTSL3","protein_coding"
"1100","VPS53","protein_coding"
"1101","MAOB","protein_coding"
"1102","SH3GL3","protein_coding"
"1103","SERPINB5","protein_coding"
"1104","ZSCAN2","protein_coding"
"1105","COX4I2","protein_coding"
"1106","WDR73","protein_coding"
"1107","VSIG4","protein_coding"
"1108","BCL2","protein_coding"
"1109","TPX2","protein_coding"
"1110","ANKRD62","protein_coding"
"1111","NMB","protein_coding"
"1112","MSRB2","protein_coding"
"1113","CFAP410","protein_coding"
"1114","PTF1A","protein_coding"
"1115","CIDEA","protein_coding"
"1116","PRTFDC1","protein_coding"
"1117","RNF135","protein_coding"
"1118","OMG","protein_coding"
"1119","EVI2B","protein_coding"
"1120","CDK8","protein_coding"
"1121","JADE3","protein_coding"
"1122","LRRC3","protein_coding"
"1123","TSPEAR","protein_coding"
"1124","TUBB6","protein_coding"
"1125","ENKUR","protein_coding"
"1126","DNAJC1","protein_coding"
"1127","FOXR2","protein_coding"
"1128","KRTAP10-1","protein_coding"
"1129","KRTAP10-2","protein_coding"
"1130","MYLK2","protein_coding"
"1131","KRTAP10-3","protein_coding"
"1132","SLC9A7","protein_coding"
"1133","KRTAP10-5","protein_coding"
"1134","KRTAP10-6","protein_coding"
"1135","KRTAP10-7","protein_coding"
"1136","KRTAP10-8","protein_coding"
"1137","KRTAP10-10","protein_coding"
"1138","KRTAP10-11","protein_coding"
"1139","KRTAP12-4","protein_coding"
"1140","KRTAP12-3","protein_coding"
"1141","KRTAP12-2","protein_coding"
"1142","KRTAP12-1","protein_coding"
"1143","UBE2G2","protein_coding"
"1144","PHYHIPL","protein_coding"
"1145","TAFA5","protein_coding"
"1146","CFAP97D2","protein_coding"
"1147","FOXS1","protein_coding"
"1148","BCL2L1","protein_coding"
"1149","CDC16","protein_coding"
"1150","RBP3","protein_coding"
"1151","MAPK1","protein_coding"
"1152","MAGEH1","protein_coding"
"1153","DGKK","protein_coding"
"1154","FAM210A","protein_coding"
"1155","PTTG1IP","protein_coding"
"1156","KIZ","protein_coding"
"1157","ARHGAP12","protein_coding"
"1158","POFUT2","protein_coding"
"1159","RNMT","protein_coding"
"1160","PIR","protein_coding"
"1161","MTMR3","protein_coding"
"1162","RFLNB","protein_coding"
"1163","OVOL2","protein_coding"
"1164","PTPN21","protein_coding"
"1165","EDA2R","protein_coding"
"1166","MGME1","protein_coding"
"1167","PET117","protein_coding"
"1168","EMILIN2","protein_coding"
"1169","LAMP5","protein_coding"
"1170","SYNDIG1L","protein_coding"
"1171","CYSLTR1","protein_coding"
"1172","PCBP3","protein_coding"
"1173","TMX1","protein_coding"
"1174","UPF3A","protein_coding"
"1175","MYL12A","protein_coding"
"1176","PSMF1","protein_coding"
"1177","ATP6AP2","protein_coding"
"1178","SEL1L2","protein_coding"
"1179","SNPH","protein_coding"
"1180","CHAMP1","protein_coding"
"1181","MYL12B","protein_coding"
"1182","RTRAF","protein_coding"
"1183","NDFIP2","protein_coding"
"1184","SDCBP2","protein_coding"
"1185","DSC3","protein_coding"
"1186","UBE2D1","protein_coding"
"1187","GDF10","protein_coding"
"1188","AKAP6","protein_coding"
"1189","ZNF33B","protein_coding"
"1190","DSC1","protein_coding"
"1191","TMPRSS2","protein_coding"
"1192","SIRPB2","protein_coding"
"1193","SIRPD","protein_coding"
"1194","DSG1","protein_coding"
"1195","NRP1","protein_coding"
"1196","DOCK9","protein_coding"
"1197","SNX21","protein_coding"
"1198","PSMA8","protein_coding"
"1199","SSTR1","protein_coding"
"1200","CEP128","protein_coding"
"1201","MYO18B","protein_coding"
"1202","ZNF558","protein_coding"
"1203","ZSWIM3","protein_coding"
"1204","PLTP","protein_coding"
"1205","MBD3L1","protein_coding"
"1206","MUC16","protein_coding"
"1207","PPP4R1","protein_coding"
"1208","PCIF1","protein_coding"
"1209","MX1","protein_coding"
"1210","ARMH4","protein_coding"
"1211","ZNF335","protein_coding"
"1212","RCL1","protein_coding"
"1213","NRDE2","protein_coding"
"1214","HSF1","protein_coding"
"1215","MMP9","protein_coding"
"1216","NFATC1","protein_coding"
"1217","FKBP1A","protein_coding"
"1218","HSPH1","protein_coding"
"1219","COL3A1","protein_coding"
"1220","CCDC85C","protein_coding"
"1221","SLC16A2","protein_coding"
"1222","BRD10","protein_coding"
"1223","DGAT1","protein_coding"
"1224","MX2","protein_coding"
"1225","SLC4A11","protein_coding"
"1226","MAGED2","protein_coding"
"1227","PLXDC2","protein_coding"
"1228","CNTLN","protein_coding"
"1229","MOK","protein_coding"
"1230","LCA5L","protein_coding"
"1231","SGSM3","protein_coding"
"1232","TMEM215","protein_coding"
"1233","KLF8","protein_coding"
"1234","DMRTA1","protein_coding"
"1235","MRLN","protein_coding"
"1236","HAUS6","protein_coding"
"1237","SCRT1","protein_coding"
"1238","JCAD","protein_coding"
"1239","TMEM249","protein_coding"
"1240","NECAB3","protein_coding"
"1241","XAGE2","protein_coding"
"1242","SPAG6","protein_coding"
"1243","FBXL6","protein_coding"
"1244","FGF16","protein_coding"
"1245","SLC5A11","protein_coding"
"1246","CPXCR1","protein_coding"
"1247","OR4F4","protein_coding"
"1248","ATP5PF","protein_coding"
"1249","B3GLCT","protein_coding"
"1250","PSIP1","protein_coding"
"1251","ZDHHC20","protein_coding"
"1252","HDAC8","protein_coding"
"1253","ADCK5","protein_coding"
"1254","MBNL2","protein_coding"
"1255","MORC2","protein_coding"
"1256","MARCHF8","protein_coding"
"1257","DKK1","protein_coding"
"1258","SPATC1L","protein_coding"
"1259","LSS","protein_coding"
"1260","CPSF1","protein_coding"
"1261","KIF5B","protein_coding"
"1262","PSMC1","protein_coding"
"1263","F7","protein_coding"
"1264","CCDC102B","protein_coding"
"1265","C20orf144","protein_coding"
"1266","E2F1","protein_coding"
"1267","INPP5D","protein_coding"
"1268","ATG2B","protein_coding"
"1269","APTX","protein_coding"
"1270","F10","protein_coding"
"1271","PXMP4","protein_coding"
"1272","DGCR6","protein_coding"
"1273","LAMA3","protein_coding"
"1274","CHMP4B","protein_coding"
"1275","EIF6","protein_coding"
"1276","RPS6KA5","protein_coding"
"1277","PROZ","protein_coding"
"1278","ARHGAP17","protein_coding"
"1279","DNAL4","protein_coding"
"1280","NMT2","protein_coding"
"1281","FTCD","protein_coding"
"1282","RAB40C","protein_coding"
"1283","CBX6","protein_coding"
"1284","PCID2","protein_coding"
"1285","SLC39A4","protein_coding"
"1286","PCNA","protein_coding"
"1287","APOBEC3B","protein_coding"
"1288","CDS2","protein_coding"
"1289","NHLRC4","protein_coding"
"1290","GET4","protein_coding"
"1291","AK7","protein_coding"
"1292","VPS28","protein_coding"
"1293","APOBEC3C","protein_coding"
"1294","CCAR1","protein_coding"
"1295","PROKR2","protein_coding"
"1296","GOLGA5","protein_coding"
"1297","HLCS","protein_coding"
"1298","ATG16L1","protein_coding"
"1299","SNX5","protein_coding"
"1300","FAM234A","protein_coding"
"1301","APOBEC3F","protein_coding"
"1302","INTS1","protein_coding"
"1303","KCNE1","protein_coding"
"1304","APOBEC3G","protein_coding"
"1305","COL6A1","protein_coding"
"1306","TMEM260","protein_coding"
"1307","TAB1","protein_coding"
"1308","COMMD7","protein_coding"
"1309","RADIL","protein_coding"
"1310","MGAT3","protein_coding"
"1311","PAK5","protein_coding"
"1312","OLIG2","protein_coding"
"1313","MIEF1","protein_coding"
"1314","CUL4A","protein_coding"
"1315","OLIG1","protein_coding"
"1316","SLC52A2","protein_coding"
"1317","TFF3","protein_coding"
"1318","MEOX2","protein_coding"
"1319","PIGG","protein_coding"
"1320","GNRH2","protein_coding"
"1321","BDKRB1","protein_coding"
"1322","POTED","protein_coding"
"1323","BANF2","protein_coding"
"1324","CDCA4","protein_coding"
"1325","CCDC171","protein_coding"
"1326","CTSZ","protein_coding"
"1327","UMODL1","protein_coding"
"1328","MEF2D","protein_coding"
"1329","FOXK1","protein_coding"
"1330","IQGAP3","protein_coding"
"1331","LGMN","protein_coding"
"1332","TTC24","protein_coding"
"1333","UPRT","protein_coding"
"1334","RPS19BP1","protein_coding"
"1335","HAPLN2","protein_coding"
"1336","GPATCH4","protein_coding"
"1337","OR4K2","protein_coding"
"1338","OR4K5","protein_coding"
"1339","OR4K1","protein_coding"
"1340","OR4K15","protein_coding"
"1341","SUN1","protein_coding"
"1342","OR8U1","protein_coding"
"1343","SLC25A18","protein_coding"
"1344","OR4K14","protein_coding"
"1345","OR8U3","protein_coding"
"1346","OR4K13","protein_coding"
"1347","OR4L1","protein_coding"
"1348","OR5M9","protein_coding"
"1349","OR5M3","protein_coding"
"1350","OR4K17","protein_coding"
"1351","OR4N5","protein_coding"
"1352","OR11G2","protein_coding"
"1353","OR5M8","protein_coding"
"1354","OR11H6","protein_coding"
"1355","OR11H4","protein_coding"
"1356","TTC5","protein_coding"
"1357","SH3GL2","protein_coding"
"1358","CCNB1IP1","protein_coding"
"1359","PARP2","protein_coding"
"1360","HDX","protein_coding"
"1361","ATP4B","protein_coding"
"1362","LURAP1L","protein_coding"
"1363","ATP6V1E1","protein_coding"
"1364","TEP1","protein_coding"
"1365","TOP1","protein_coding"
"1366","MCF2L","protein_coding"
"1367","NFX1","protein_coding"
"1368","KLHL33","protein_coding"
"1369","OSGEP","protein_coding"
"1370","ZNF496","protein_coding"
"1371","ZWINT","protein_coding"
"1372","PABPC5","protein_coding"
"1373","APEX1","protein_coding"
"1374","PABPC1L2A","protein_coding"
"1375","ARL13A","protein_coding"
"1376","VN1R5","protein_coding"
"1377","USP25","protein_coding"
"1378","PIP4P1","protein_coding"
"1379","SAG","protein_coding"
"1380","PNP","protein_coding"
"1381","PRNP","protein_coding"
"1382","CCNK","protein_coding"
"1383","BRWD3","protein_coding"
"1384","RNASE10","protein_coding"
"1385","AXIN1","protein_coding"
"1386","OR4K3","protein_coding"
"1387","PRND","protein_coding"
"1388","NUTM2A","protein_coding"
"1389","RASSF2","protein_coding"
"1390","BCL2L13","protein_coding"
"1391","OR4Q2","protein_coding"
"1392","OR11H7","protein_coding"
"1393","GNAL","protein_coding"
"1394","TCEAL2","protein_coding"
"1395","BEX5","protein_coding"
"1396","TCEAL6","protein_coding"
"1397","ELAVL2","protein_coding"
"1398","SLC2A9","protein_coding"
"1399","ANXA11","protein_coding"
"1400","CLBA1","protein_coding"
"1401","FCER1A","protein_coding"
"1402","OR10J1","protein_coding"
"1403","NFS1","protein_coding"
"1404","OR10J3","protein_coding"
"1405","OR10J4","protein_coding"
"1406","EDA","protein_coding"
"1407","SETD3","protein_coding"
"1408","GRHPR","protein_coding"
"1409","ABCA3","protein_coding"
"1410","CHM","protein_coding"
"1411","DHX15","protein_coding"
"1412","PFDN5","protein_coding"
"1413","KRTAP8-1","protein_coding"
"1414","KRTAP7-1","protein_coding"
"1415","RNF138","protein_coding"
"1416","KRTAP11-1","protein_coding"
"1417","KRTAP19-8","protein_coding"
"1418","MICAL3","protein_coding"
"1419","SOD1","protein_coding"
