"","hgnc_symbol","gene_biotype"
"11343","USP3","protein_coding"
"11344","CCDC92B","protein_coding"
"11345","RPL38","protein_coding"
"11346","LRMDA","protein_coding"
"11347","PPTC7","protein_coding"
"11348","ABHD6","protein_coding"
"11349","BCS1L","protein_coding"
"11350","HVCN1","protein_coding"
"11351","ADO","protein_coding"
"11352","ARL3","protein_coding"
"11353","SPIDR","protein_coding"
"11354","SFXN2","protein_coding"
"11355","TTYH2","protein_coding"
"11356","PSMG3","protein_coding"
"11357","RPP14","protein_coding"
"11358","BEX1","protein_coding"
"11359","ELFN1","protein_coding"
"11360","NXF3","protein_coding"
"11361","LRRC17","protein_coding"
"11362","PPP1CC","protein_coding"
"11363","OR10H1","protein_coding"
"11364","FAM185A","protein_coding"
"11365","OR7A10","protein_coding"
"11366","TNKS2","protein_coding"
"11367","ZNF267","protein_coding"
"11368","PXK","protein_coding"
"11369","NYAP1","protein_coding"
"11370","DNAI2","protein_coding"
"11371","CIMAP1D","protein_coding"
"11372","AGFG2","protein_coding"
"11373","IL1RAPL2","protein_coding"
"11374","DGKQ","protein_coding"
"11375","NECTIN2","protein_coding"
"11376","TCTN1","protein_coding"
"11377","TEX13A","protein_coding"
"11378","NRK","protein_coding"
"11379","PRSS33","protein_coding"
"11380","FGFBP3","protein_coding"
"11381","MYO6","protein_coding"
"11382","FHIP2A","protein_coding"
"11383","RNF25","protein_coding"
"11384","CPLX2","protein_coding"
"11385","KIF19","protein_coding"
"11386","TOMM40","protein_coding"
"11387","SAP25","protein_coding"
"11388","PLA2G2F","protein_coding"
"11389","OLFM3","protein_coding"
"11390","FBXO24","protein_coding"
"11391","SERPINA7","protein_coding"
"11392","CHD9","protein_coding"
"11393","GYG2","protein_coding"
"11394","STK36","protein_coding"
"11395","SORCS1","protein_coding"
"11396","PWWP2A","protein_coding"
"11397","SLC26A1","protein_coding"
"11398","BTBD17","protein_coding"
"11399","IDUA","protein_coding"
"11400","PTCD2","protein_coding"
"11401","LGALS3BP","protein_coding"
"11402","APOE","protein_coding"
"11403","FAM237B","protein_coding"
"11404","FGFR2","protein_coding"
"11405","C2CD2L","protein_coding"
"11406","ARPC1A","protein_coding"
"11407","APOC1","protein_coding"
"11408","DPM3","protein_coding"
"11409","RXFP4","protein_coding"
"11410","APOC4","protein_coding"
"11411","NPPB","protein_coding"
"11412","ARPC1B","protein_coding"
"11413","APOC4-APOC2","protein_coding"
"11414","FGFRL1","protein_coding"
"11415","ABHD17C","protein_coding"
"11416","APOC2","protein_coding"
"11417","PLOD1","protein_coding"
"11418","CLPTM1","protein_coding"
"11419","CEMIP","protein_coding"
"11420","SH2D4A","protein_coding"
"11421","LRRC9","protein_coding"
"11422","CANT1","protein_coding"
"11423","TTLL4","protein_coding"
"11424","GLA","protein_coding"
"11425","FAM193A","protein_coding"
"11426","HINFP","protein_coding"
"11427","C1QTNF1","protein_coding"
"11428","DEGS2","protein_coding"
"11429","EIF5","protein_coding"
"11430","PNMA2","protein_coding"
"11431","PDAP1","protein_coding"
"11432","ABCG4","protein_coding"
"11433","ENGASE","protein_coding"
"11434","BUD31","protein_coding"
"11435","UXT","protein_coding"
"11436","LYN","protein_coding"
"11437","ZNF366","protein_coding"
"11438","CYP27A1","protein_coding"
"11439","MIIP","protein_coding"
"11440","GPX3","protein_coding"
"11441","RBFOX3","protein_coding"
"11442","SPDYE21","protein_coding"
"11443","CCDC69","protein_coding"
"11444","TSC22D4","protein_coding"
"11445","CHST5","protein_coding"
"11446","NFU1","protein_coding"
"11447","ZNF563","protein_coding"
"11448","SEZ6L2","protein_coding"
"11449","ZNF442","protein_coding"
"11450","TNFRSF8","protein_coding"
"11451","TRIM73","protein_coding"
"11452","NHERF4","protein_coding"
"11453","GM2A","protein_coding"
"11454","TROAP","protein_coding"
"11455","HOMER2","protein_coding"
"11456","ZNF799","protein_coding"
"11457","GRID2IP","protein_coding"
"11458","SLC36A3","protein_coding"
"11459","SNTG1","protein_coding"
"11460","ZNF443","protein_coding"
"11461","ENPP7","protein_coding"
"11462","ZNF709","protein_coding"
"11463","CBX2","protein_coding"
"11464","SYCE2","protein_coding"
"11465","SLC36A2","protein_coding"
"11466","MYH10","protein_coding"
"11467","DACT1","protein_coding"
"11468","ZNF142","protein_coding"
"11469","PRKCG","protein_coding"
"11470","PDE8A","protein_coding"
"11471","ZDHHC4","protein_coding"
"11472","TMEM198","protein_coding"
"11473","RBBP4","protein_coding"
"11474","DIO3","protein_coding"
"11475","CA5B","protein_coding"
"11476","VRK1","protein_coding"
"11477","PDLIM7","protein_coding"
"11478","MCAM","protein_coding"
"11479","POTEJ","protein_coding"
"11480","XAGE5","protein_coding"
"11481","TBC1D8","protein_coding"
"11482","SAGE1","protein_coding"
"11483","CD99L2","protein_coding"
"11484","HNRNPK","protein_coding"
"11485","TEDC1","protein_coding"
"11486","ATP5MC3","protein_coding"
"11487","CACNG7","protein_coding"
"11488","INTS15","protein_coding"
"11489","C1QL4","protein_coding"
"11490","DNAJC22","protein_coding"
"11491","PTMA","protein_coding"
"11492","CACNG8","protein_coding"
"11493","PLBD2","protein_coding"
"11494","ZNF735","protein_coding"
"11495","SLC22A31","protein_coding"
"11496","IL6","protein_coding"
"11497","PDHB","protein_coding"
"11498","CACNG6","protein_coding"
"11499","NPIPB8","protein_coding"
"11500","GRK2","protein_coding"
"11501","GABRA3","protein_coding"
"11502","SDS","protein_coding"
"11503","MYL11","protein_coding"
"11504","TNIP2","protein_coding"
"11505","UFSP1","protein_coding"
"11506","OR9A1P","protein_coding"
"11507","SDSL","protein_coding"
"11508","COA1","protein_coding"
"11509","AR","protein_coding"
"11510","SARAF","protein_coding"
"11511","ADD1","protein_coding"
"11512","MINAR1","protein_coding"
"11513","LHX5","protein_coding"
"11514","ZNF23","protein_coding"
"11515","SP140L","protein_coding"
"11516","PEX5L","protein_coding"
"11517","MRPS11","protein_coding"
"11518","SLC8B1","protein_coding"
"11519","ARRDC2","protein_coding"
"11520","SYNC","protein_coding"
"11521","UPP1","protein_coding"
"11522","CYP7B1","protein_coding"
"11523","RAD1","protein_coding"
"11524","NHSL3","protein_coding"
"11525","LARP6","protein_coding"
"11526","OR4E1","protein_coding"
"11527","ANKRD13D","protein_coding"
"11528","ADSS1","protein_coding"
"11529","CA8","protein_coding"
"11530","C16orf54","protein_coding"
"11531","KDM6A","protein_coding"
"11532","ZG16","protein_coding"
"11533","RORA","protein_coding"
"11534","BRIX1","protein_coding"
"11535","RNF122","protein_coding"
"11536","PRRT2","protein_coding"
"11537","S100PBP","protein_coding"
"11538","FZR1","protein_coding"
"11539","C2orf15","protein_coding"
"11540","ZMAT4","protein_coding"
"11541","GPR155","protein_coding"
"11542","CENPH","protein_coding"
"11543","PAGR1","protein_coding"
"11544","HPCA","protein_coding"
"11545","RAB5B","protein_coding"
"11546","MDGA2","protein_coding"
"11547","CRISPLD1","protein_coding"
"11548","MVP","protein_coding"
"11549","SSH3","protein_coding"
"11550","STAG2","protein_coding"
"11551","TMEM54","protein_coding"
"11552","BMPER","protein_coding"
"11553","GCNT4","protein_coding"
"11554","ANKRD31","protein_coding"
"11555","OR11H2","protein_coding"
"11556","UFC1","protein_coding"
"11557","SUOX","protein_coding"
"11558","KIF22","protein_coding"
"11559","POC5","protein_coding"
"11560","SASH1","protein_coding"
"11561","PPOX","protein_coding"
"11562","C1D","protein_coding"
"11563","DPP8","protein_coding"
"11564","PXT1","protein_coding"
"11565","R3HCC1","protein_coding"
"11566","RAD9A","protein_coding"
"11567","RCAN2","protein_coding"
"11568","RREB1","protein_coding"
"11569","IKZF4","protein_coding"
"11570","HMG20B","protein_coding"
"11571","COL1A2","protein_coding"
"11572","ADRA2C","protein_coding"
"11573","SMIM43","protein_coding"
"11574","NEFM","protein_coding"
"11575","CDK2AP2","protein_coding"
"11576","EVI2A","protein_coding"
"11577","RPS26","protein_coding"
"11578","RAB11FIP4","protein_coding"
"11579","PEX2","protein_coding"
"11580","SV2C","protein_coding"
"11581","NFKB1","protein_coding"
"11582","GIPC3","protein_coding"
"11583","AJUBA","protein_coding"
"11584","CABP2","protein_coding"
"11585","B4GALT3","protein_coding"
"11586","PA2G4","protein_coding"
"11587","CCDC124","protein_coding"
"11588","PXDNL","protein_coding"
"11589","MAPK8IP3","protein_coding"
"11590","GSTP1","protein_coding"
"11591","TEKTIP1","protein_coding"
"11592","GNPNAT1","protein_coding"
"11593","FKBP8","protein_coding"
"11594","NDUFB5","protein_coding"
"11595","ZFHX4","protein_coding"
"11596","IQGAP2","protein_coding"
"11597","FN1","protein_coding"
"11598","FERMT2","protein_coding"
"11599","ADAMTS4","protein_coding"
"11600","NDUFV1","protein_coding"
"11601","FCER1G","protein_coding"
"11602","RPL41","protein_coding"
"11603","MFSD11","protein_coding"
"11604","CASD1","protein_coding"
"11605","CCN6","protein_coding"
"11606","ESYT1","protein_coding"
"11607","TOMM40L","protein_coding"
"11608","CLVS1","protein_coding"
"11609","DCK","protein_coding"
"11610","EID1","protein_coding"
"11611","ARMC1","protein_coding"
"11612","TMEM248","protein_coding"
"11613","PRL","protein_coding"
"11614","JAZF1","protein_coding"
"11615","GC","protein_coding"
"11616","USP13","protein_coding"
"11617","KXD1","protein_coding"
"11618","SBDS","protein_coding"
"11619","ZC3H10","protein_coding"
"11620","DDHD1","protein_coding"
"11621","MYL6","protein_coding"
"11622","MGAT5B","protein_coding"
"11623","CRISPLD2","protein_coding"
"11624","NUDT8","protein_coding"
"11625","SPDYE2","protein_coding"
"11626","XKR9","protein_coding"
"11627","ACY3","protein_coding"
"11628","SPDYE12","protein_coding"
"11629","HDC","protein_coding"
"11630","SNX10","protein_coding"
"11631","NR1I3","protein_coding"
"11632","CXXC4","protein_coding"
"11633","SLC22A6","protein_coding"
"11634","ANKRD37","protein_coding"
"11635","PAG1","protein_coding"
"11636","ZDHHC7","protein_coding"
"11637","UBA52","protein_coding"
"11638","CHCT1","protein_coding"
"11639","UFSP2","protein_coding"
"11640","APPBP2","protein_coding"
"11641","AEN","protein_coding"
"11642","GMFB","protein_coding"
"11643","SULF1","protein_coding"
"11644","KIAA0513","protein_coding"
"11645","STARD3NL","protein_coding"
"11646","ADAM10","protein_coding"
"11647","PIGL","protein_coding"
"11648","CFAP96","protein_coding"
"11649","SLC22A8","protein_coding"
"11650","MAPK1IP1L","protein_coding"
"11651","MME","protein_coding"
"11652","S100Z","protein_coding"
"11653","CDR2","protein_coding"
"11654","CRHBP","protein_coding"
"11655","CCDC110","protein_coding"
"11656","ERI2","protein_coding"
"11657","CENPV","protein_coding"
"11658","SMARCC2","protein_coding"
"11659","CRLF1","protein_coding"
"11660","AGGF1","protein_coding"
"11661","TMEM121","protein_coding"
"11662","WNK3","protein_coding"
"11663","UBB","protein_coding"
"11664","SLC22A9","protein_coding"
"11665","ITPRID1","protein_coding"
"11666","MAX","protein_coding"
"11667","MRPL46","protein_coding"
"11668","REX1BD","protein_coding"
"11669","TRPV2","protein_coding"
"11670","TRIM5","protein_coding"
"11671","ZBED3","protein_coding"
"11672","PCDH7","protein_coding"
"11673","IGF1R","protein_coding"
"11674","TMEM59L","protein_coding"
"11675","PDE8B","protein_coding"
"11676","DCUN1D3","protein_coding"
"11677","TLR3","protein_coding"
"11678","LYRM1","protein_coding"
"11679","XRCC2","protein_coding"
"11680","PGM2","protein_coding"
"11681","ECHDC3","protein_coding"
"11682","DDC","protein_coding"
"11683","KLHL10","protein_coding"
"11684","TSR2","protein_coding"
"11685","PROSER2","protein_coding"
"11686","KLHL11","protein_coding"
"11687","PRMT7","protein_coding"
"11688","FGD1","protein_coding"
"11689","ZNF69","protein_coding"
"11690","UPF2","protein_coding"
"11691","ACLY","protein_coding"
"11692","ZNF700","protein_coding"
"11693","ZNF763","protein_coding"
"11694","MYH6","protein_coding"
"11695","PTTG2","protein_coding"
"11696","TEC","protein_coding"
"11697","TENM1","protein_coding"
"11698","MINDY2","protein_coding"
"11699","ZNF20","protein_coding"
"11700","ARFIP2","protein_coding"
"11701","RAD51B","protein_coding"
"11702","DHTKD1","protein_coding"
"11703","ZNF625-ZNF20","protein_coding"
"11704","HTD2","protein_coding"
"11705","ZNF625","protein_coding"
"11706","STIM2","protein_coding"
"11707","KLC3","protein_coding"
"11708","NR2F2","protein_coding"
"11709","CRYGS","protein_coding"
"11710","FAM78A","protein_coding"
"11711","ABCC11","protein_coding"
"11712","SEC61A2","protein_coding"
"11713","TBCCD1","protein_coding"
"11714","ABL1","protein_coding"
"11715","OTC","protein_coding"
"11716","CEP152","protein_coding"
"11717","TIMM10B","protein_coding"
"11718","TSPAN7","protein_coding"
"11719","RNF41","protein_coding"
"11720","TUNAR","protein_coding"
"11721","AHSG","protein_coding"
"11722","RNASE9","protein_coding"
"11723","TNFSF8","protein_coding"
"11724","PPP1R13L","protein_coding"
"11725","TNC","protein_coding"
"11726","FETUB","protein_coding"
"11727","TPP1","protein_coding"
"11728","MECP2","protein_coding"
"11729","ODAD4","protein_coding"
"11730","IKZF1","protein_coding"
"11731","NUDT5","protein_coding"
"11732","CNP","protein_coding"
"11733","C8orf34","protein_coding"
"11734","NABP2","protein_coding"
"11735","MTSS2","protein_coding"
"11736","POLR1G","protein_coding"
"11737","DNAJC7","protein_coding"
"11738","RBM41","protein_coding"
"11739","EXOC5","protein_coding"
"11740","HRG","protein_coding"
"11741","ERCC2","protein_coding"
"11742","ZSCAN32","protein_coding"
"11743","FAM81A","protein_coding"
"11744","SLC39A5","protein_coding"
"11745","WDR41","protein_coding"
"11746","CDC123","protein_coding"
"11747","ENOX2","protein_coding"
"11748","CA3","protein_coding"
"11749","IL5RA","protein_coding"
"11750","TBC1D1","protein_coding"
"11751","HNF4G","protein_coding"
"11752","FOXG1","protein_coding"
"11753","MYH7","protein_coding"
"11754","ANKRD52","protein_coding"
"11755","APOBR","protein_coding"
"11756","BPNT2","protein_coding"
"11757","TBX6","protein_coding"
"11758","ZNF592","protein_coding"
"11759","RSU1","protein_coding"
"11760","COQ10A","protein_coding"
"11761","SNX20","protein_coding"
"11762","CARD11","protein_coding"
"11763","PAGE4","protein_coding"
"11764","STAU2","protein_coding"
"11765","TYW1B","protein_coding"
"11766","ATP6V0D1","protein_coding"
"11767","USP27X","protein_coding"
"11768","CXCL12","protein_coding"
"11769","CS","protein_coding"
"11770","LEO1","protein_coding"
"11771","TAF1","protein_coding"
"11772","SLC26A4","protein_coding"
"11773","C10orf53","protein_coding"
"11774","RUFY2","protein_coding"
"11775","TMOD3","protein_coding"
"11776","CKMT1B","protein_coding"
"11777","PJA1","protein_coding"
"11778","CBLL1","protein_coding"
"11779","STRC","protein_coding"
"11780","DDX3X","protein_coding"
"11781","DNA2","protein_coding"
"11782","HPR","protein_coding"
"11783","AP4S1","protein_coding"
"11784","SLC26A3","protein_coding"
"11785","OTP","protein_coding"
"11786","CFAP263","protein_coding"
"11787","TBCA","protein_coding"
"11788","NUP54","protein_coding"
"11789","ZNF649","protein_coding"
"11790","SMOC2","protein_coding"
"11791","SMG1","protein_coding"
"11792","ZNF613","protein_coding"
"11793","OR10A4","protein_coding"
"11794","DCUN1D4","protein_coding"
"11795","SPINK5","protein_coding"
"11796","FADS2","protein_coding"
"11797","RHOA","protein_coding"
"11798","ZNF350","protein_coding"
"11799","RHAG","protein_coding"
"11800","SLC25A16","protein_coding"
"11801","SH2B2","protein_coding"
"11802","ATL1","protein_coding"
"11803","TET1","protein_coding"
"11804","OR1M1","protein_coding"
"11805","POLD2","protein_coding"
"11806","OR7G1","protein_coding"
"11807","OR7G3","protein_coding"
"11808","ZNF317","protein_coding"
"11809","ANGEL1","protein_coding"
"11810","CYSRT1","protein_coding"
"11811","ACAD9","protein_coding"
"11812","SAR1A","protein_coding"
"11813","DNM1","protein_coding"
"11814","AKT1","protein_coding"
"11815","OR7D2","protein_coding"
"11816","CKMT1A","protein_coding"
"11817","OR7D4","protein_coding"
"11818","PCP4L1","protein_coding"
"11819","CHST3","protein_coding"
"11820","CNPY3","protein_coding"
"11821","CIC","protein_coding"
"11822","CFAP126","protein_coding"
"11823","KLHDC3","protein_coding"
"11824","SPOCK2","protein_coding"
"11825","OR4D10","protein_coding"
"11826","NCR3LG1","protein_coding"
"11827","NKIRAS2","protein_coding"
"11828","GJA5","protein_coding"
"11829","GJA8","protein_coding"
"11830","ZBTB16","protein_coding"
"11831","GPR89B","protein_coding"
"11832","ASCC1","protein_coding"
"11833","ELL3","protein_coding"
"11834","EZR","protein_coding"
"11835","CNPY2","protein_coding"
"11836","LRGUK","protein_coding"
"11837","USH1C","protein_coding"
"11838","ESR1","protein_coding"
"11839","DHX58","protein_coding"
"11840","MFAP1","protein_coding"
"11841","SLC35B4","protein_coding"
"11842","IL23A","protein_coding"
"11843","APOF","protein_coding"
"11844","SLC24A1","protein_coding"
"11845","LRRC66","protein_coding"
"11846","SLCO1B1","protein_coding"
"11847","ZNF786","protein_coding"
"11848","SGCB","protein_coding"
"11849","KAT2A","protein_coding"
"11850","ZNF425","protein_coding"
"11851","SPATA18","protein_coding"
"11852","PDIA4","protein_coding"
"11853","IAPP","protein_coding"
"11854","GEM","protein_coding"
"11855","PYROXD1","protein_coding"
"11856","PLEKHF1","protein_coding"
"11857","PLAGL1","protein_coding"
"11858","OR7A17","protein_coding"
"11859","PTN","protein_coding"
"11860","DMPK","protein_coding"
"11861","NSUN7","protein_coding"
"11862","MMP16","protein_coding"
"11863","PIK3CG","protein_coding"
"11864","HSPB9","protein_coding"
"11865","PITX3","protein_coding"
"11866","PPM1D","protein_coding"
"11867","NANOS1","protein_coding"
"11868","CEP170B","protein_coding"
"11869","EIF3A","protein_coding"
"11870","RECQL","protein_coding"
"11871","HP","protein_coding"
"11872","DENND4A","protein_coding"
"11873","CXXC5","protein_coding"
"11874","UCHL1","protein_coding"
"11875","MFN2","protein_coding"
"11876","PSKH2","protein_coding"
"11877","AIMP2","protein_coding"
"11878","TEX2","protein_coding"
"11879","SIN3B","protein_coding"
"11880","GP9","protein_coding"
"11881","PRDM14","protein_coding"
"11882","RAB43","protein_coding"
"11883","RNASE11","protein_coding"
"11884","OTOG","protein_coding"
"11885","MED20","protein_coding"
"11886","GOLT1B","protein_coding"
"11887","UBE2D2","protein_coding"
"11888","FABP5","protein_coding"
"11889","OR4Q3","protein_coding"
"11890","RIN3","protein_coding"
"11891","ANKRD61","protein_coding"
"11892","NHSL1","protein_coding"
"11893","CFTR","protein_coding"
"11894","DENND10","protein_coding"
"11895","ISY1-RAB43","protein_coding"
"11896","PDP1","protein_coding"
"11897","SPX","protein_coding"
"11898","MRPS27","protein_coding"
"11899","ISY1","protein_coding"
"11900","C6orf141","protein_coding"
"11901","TRPA1","protein_coding"
"11902","C14orf28","protein_coding"
"11903","OLFML1","protein_coding"
"11904","YARS2","protein_coding"
"11905","H2AC13","protein_coding"
"11906","H2BC8","protein_coding"
"11907","H2BC13","protein_coding"
"11908","H2BC15","protein_coding"
"11909","H2BC7","protein_coding"
"11910","H2BC9","protein_coding"
"11911","H3C8","protein_coding"
"11912","H4C5","protein_coding"
"11913","TAAR5","protein_coding"
"11914","H2BC5","protein_coding"
"11915","KLHL28","protein_coding"
"11916","RAB11A","protein_coding"
"11917","MYCT1","protein_coding"
"11918","CACNB3","protein_coding"
"11919","USP49","protein_coding"
"11920","TOGARAM1","protein_coding"
"11921","ZNF165","protein_coding"
"11922","SFXN4","protein_coding"
"11923","PPFIBP2","protein_coding"
"11924","KRT17","protein_coding"
"11925","CUL7","protein_coding"
"11926","GOLGA8O","protein_coding"
"11927","GP1BA","protein_coding"
"11928","TRAF4","protein_coding"
"11929","CXCR6","protein_coding"
"11930","F2RL3","protein_coding"
"11931","CPAMD8","protein_coding"
"11932","CDH17","protein_coding"
"11933","NOVA1","protein_coding"
"11934","PROS1","protein_coding"
"11935","CIB2","protein_coding"
"11936","ADGRF4","protein_coding"
"11937","PRDX3","protein_coding"
"11938","SAMD9","protein_coding"
"11939","HEPACAM2","protein_coding"
"11940","CSHL1","protein_coding"
"11941","WDR1","protein_coding"
"11942","ZSCAN16","protein_coding"
"11943","ZKSCAN8P1","protein_coding"
"11944","ZSCAN9","protein_coding"
"11945","HAUS8","protein_coding"
"11946","GRK5","protein_coding"
"11947","RND1","protein_coding"
"11948","IDH3A","protein_coding"
"11949","ABCA8","protein_coding"
"11950","ADCY6","protein_coding"
"11951","SALL1","protein_coding"
"11952","ZKSCAN4","protein_coding"
"11953","PANK1","protein_coding"
"11954","SAMD9L","protein_coding"
"11955","SEPTIN1","protein_coding"
"11956","NKAPL","protein_coding"
"11957","H2AC12","protein_coding"
"11958","MPHOSPH9","protein_coding"
"11959","PRSS16","protein_coding"
"11960","DTD2","protein_coding"
"11961","GPR33","protein_coding"
"11962","ZNF487","protein_coding"
"11963","MTDH","protein_coding"
"11964","SEMA3E","protein_coding"
"11965","FSCB","protein_coding"
"11966","WDR20","protein_coding"
"11967","TMCO2","protein_coding"
"11968","MRFAP1L2","protein_coding"
"11969","IL34","protein_coding"
"11970","POP1","protein_coding"
"11971","DMBT1","protein_coding"
"11972","ZMPSTE24","protein_coding"
"11973","PCGF3","protein_coding"
"11974","ATP5F1D","protein_coding"
"11975","NECAB2","protein_coding"
"11976","TLCD3B","protein_coding"
"11977","RSPH10B2","protein_coding"
"11978","STX19","protein_coding"
"11979","DHFR2","protein_coding"
"11980","ZNF839","protein_coding"
"11981","NSUN3","protein_coding"
"11982","COL9A2","protein_coding"
"11983","WDR76","protein_coding"
"11984","MBTPS1","protein_coding"
"11985","CDK2AP1","protein_coding"
"11986","SCN1B","protein_coding"
"11987","ARL13B","protein_coding"
"11988","ERICH5","protein_coding"
"11989","POM121L2","protein_coding"
"11990","MRPS28","protein_coding"
"11991","ZNF391","protein_coding"
"11992","ZNF184","protein_coding"
"11993","CINP","protein_coding"
"11994","DCAF4L2","protein_coding"
"11995","FAM81B","protein_coding"
"11996","TAF8","protein_coding"
"11997","PDGFA","protein_coding"
"11998","SLCO5A1","protein_coding"
"11999","BUB1B","protein_coding"
"12000","SBNO1","protein_coding"
"12001","CSN3","protein_coding"
"12002","CYB5R2","protein_coding"
"12003","TECPR2","protein_coding"
"12004","OCM2","protein_coding"
"12005","ARSK","protein_coding"
"12006","SLC16A6","protein_coding"
"12007","SHISA7","protein_coding"
"12008","FAM90A26","protein_coding"
"12009","PSMD7","protein_coding"
"12010","CCDC201","protein_coding"
"12011","AUTS2","protein_coding"
"12012","GK3","protein_coding"
"12013","PNMA8C","protein_coding"
"12014","FXYD3","protein_coding"
"12015","RHOH","protein_coding"
"12016","ARHGAP44","protein_coding"
"12017","GPR150","protein_coding"
"12018","OTULINL","protein_coding"
"12019","ZNF706","protein_coding"
"12020","MTRFR","protein_coding"
"12021","CLEC18B","protein_coding"
"12022","ZFP69B","protein_coding"
"12023","DHX37","protein_coding"
"12024","DDX4","protein_coding"
"12025","RNF38","protein_coding"
"12026","PPP1R13B","protein_coding"
"12027","NPIPB15","protein_coding"
"12028","CASP3","protein_coding"
"12029","ABCC12","protein_coding"
"12030","MTFR1L","protein_coding"
"12031","YWHAZ","protein_coding"
"12032","TAF11","protein_coding"
"12033","BRI3BP","protein_coding"
"12034","CSAG2","protein_coding"
"12035","BUD13","protein_coding"
"12036","SEMA6D","protein_coding"
"12037","SMIM8","protein_coding"
"12038","CSAG3","protein_coding"
"12039","AACS","protein_coding"
"12040","DDX53","protein_coding"
"12041","VIPR1","protein_coding"
"12042","C6orf163","protein_coding"
"12043","ZNF75D","protein_coding"
"12044","TMEM231","protein_coding"
"12045","ZPR1","protein_coding"
"12046","CFAP206","protein_coding"
"12047","EGFR","protein_coding"
"12048","ATP5MJ","protein_coding"
"12049","SMIM10L2B-AS1","protein_coding"
"12050","INTS6L","protein_coding"
"12051","FREM3","protein_coding"
"12052","TDRD9","protein_coding"
"12053","ELOB","protein_coding"
"12054","PITPNA","protein_coding"
"12055","SLC35A1","protein_coding"
"12056","GYPE","protein_coding"
"12057","CLTA","protein_coding"
"12058","PPP4R3C","protein_coding"
"12059","BMP15","protein_coding"
"12060","GYPA","protein_coding"
"12061","AUNIP","protein_coding"
"12062","SPIN3","protein_coding"
"12063","PAQR7","protein_coding"
"12064","HAS3","protein_coding"
"12065","LLPH","protein_coding"
"12066","TMEM53","protein_coding"
"12067","C19orf85","protein_coding"
"12068","IL6ST","protein_coding"
"12069","SHC2","protein_coding"
"12070","RARS2","protein_coding"
"12071","IRAK3","protein_coding"
"12072","CHTF8","protein_coding"
"12073","COL5A1","protein_coding"
"12074","ARMH1","protein_coding"
"12075","THSD8","protein_coding"
"12076","CEP95","protein_coding"
"12077","MEX3D","protein_coding"
"12078","CERS1","protein_coding"
"12079","DERPC","protein_coding"
"12080","HELB","protein_coding"
"12081","APOA5","protein_coding"
"12082","CIPC","protein_coding"
"12083","APOA4","protein_coding"
"12084","APOC3","protein_coding"
"12085","CGB8","protein_coding"
"12086","SEZ6","protein_coding"
"12087","SHPRH","protein_coding"
"12088","SLC11A2","protein_coding"
"12089","SEC22C","protein_coding"
"12090","FAAH2","protein_coding"
"12091","TMEM63C","protein_coding"
"12092","ZNF415","protein_coding"
"12093","APOA1","protein_coding"
"12094","WRN","protein_coding"
"12095","KIF2C","protein_coding"
"12096","ZXDB","protein_coding"
"12097","RAB40AL","protein_coding"
"12098","TCEAL7","protein_coding"
"12099","TCEAL9","protein_coding"
"12100","BEX3","protein_coding"
"12101","KCNA7","protein_coding"
"12102","GALC","protein_coding"
"12103","SIK3","protein_coding"
"12104","RAB40A","protein_coding"
"12105","CYP4F11","protein_coding"
"12106","SPAG9","protein_coding"
"12107","RPL30","protein_coding"
"12108","SS18L2","protein_coding"
"12109","LMTK3","protein_coding"
"12110","KLHL40","protein_coding"
"12111","RAET1E","protein_coding"
"12112","SLC7A13","protein_coding"
"12113","HHIP","protein_coding"
"12114","DOCK11","protein_coding"
"12115","HHATL","protein_coding"
"12116","IRF5","protein_coding"
"12117","CA13","protein_coding"
"12118","CAP2","protein_coding"
"12119","CGB3","protein_coding"
"12120","ZNF266","protein_coding"
"12121","FSBP","protein_coding"
"12122","AKAP13","protein_coding"
"12123","NIPAL2","protein_coding"
"12124","FCN2","protein_coding"
"12125","ANAPC10","protein_coding"
"12126","RPS8","protein_coding"
"12127","AGXT2","protein_coding"
"12128","FCN1","protein_coding"
"12129","SYNE3","protein_coding"
"12130","EIF2B3","protein_coding"
"12131","SLC1A6","protein_coding"
"12132","CA2","protein_coding"
"12133","TLE4","protein_coding"
"12134","CCDC13","protein_coding"
"12135","SPADH","protein_coding"
"12136","DUSP13B","protein_coding"
"12137","GLRX5","protein_coding"
"12138","RIDA","protein_coding"
"12139","NUDCD3","protein_coding"
"12140","OR56A3","protein_coding"
"12141","HECTD3","protein_coding"
"12142","RDH16","protein_coding"
"12143","OR51M1","protein_coding"
"12144","DUSP13A","protein_coding"
"12145","HIGD1A","protein_coding"
"12146","DNAJC14","protein_coding"
"12147","OR51I2","protein_coding"
"12148","BSCL2","protein_coding"
"12149","MYO9B","protein_coding"
"12150","DNAJC21","protein_coding"
"12151","CLIP1","protein_coding"
"12152","POLR2K","protein_coding"
"12153","C10orf120","protein_coding"
"12154","FAM8A1","protein_coding"
"12155","ACKR2","protein_coding"
"12156","RBBP8P1","protein_coding"
"12157","PHACTR1","protein_coding"
"12158","CDK13","protein_coding"
"12159","KDM5C","protein_coding"
"12160","WWP1","protein_coding"
"12161","CUZD1","protein_coding"
"12162","CYP8B1","protein_coding"
"12163","UROD","protein_coding"
"12164","ZBTB47","protein_coding"
"12165","TCL1B","protein_coding"
"12166","ABCE1","protein_coding"
"12167","FAM24B","protein_coding"
"12168","IQCF1","protein_coding"
"12169","IQCF2","protein_coding"
"12170","BUB1","protein_coding"
